Nombre,3DS,PC,PS3,PSP,PSV,X360,PS4,XOne,Año,Genero-Editorial,Unnamed2,Ventas NA,Ventas EU,Ventas JP,Ventas Otros,Ventas Global
Assassin's Creed Syndicate,,PC,,,,,,,2015,Action-Ubisoft,,"0,1","0,08",0,"0,02","0,2"
Assassin's Creed Chronicles: China,,,,,,,PS4,,2015,Action-Ubisoft,,0,"0,03",0,"0,01","0,04"
Assassin's Creed Chronicles,,,,,PSV,,,,2016,Action-Ubisoft,,"0,02","0,06","0,01","0,02","0,12"
Assassin's Creed Chronicles,,,,,,,PS4,,2016,Action-Ubisoft,,"0,01","0,05","0,01","0,01","0,08"
Assassin's Creed Chronicles,,,,,,,,XOne,2016,Action-Ubisoft,,0,"0,01",0,0,"0,01"
Arslan: The Warriors of Legend,,,,,,,,XOne,2016,Action-Tecmo Koei,,"0,01",0,0,0,"0,02"
Arslan: The Warriors of Legend,,,,,,,PS4,,2015,Action-Tecmo Koei,,"0,02","0,01","0,04","0,01","0,08"
Arslan: The Warriors of Legend,,,PS3,,,,,,2015,Action-Tecmo Koei,,0,0,"0,05",0,"0,05"
Arcania: Gothic 4,,,,,,,PS4,,2015,Role-Playing-Nordic Games,,"0,04",0,0,"0,01","0,05"
Ao no Kanata no Four Rhythm,,,,,PSV,,,,2016,Adventure-Unknown,,0,0,"0,03",0,"0,03"
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,,,,,,,,2016,Action-Namco Bandai Games,,0,0,"0,06",0,"0,06"
Anno 2205,,PC,,,,,,,2015,Strategy-Ubisoft,,"0,02","0,22",0,"0,01","0,25"
Animal Crossing: Happy Home Designer,3DS,,,,,,,,2015,Simulation-Nintendo,,"0,47",1,"1,39","0,12","2,98"
Anima - Gate of Memories,,,,,,,PS4,,2016,Action-Avanquest,,0,"0,02",0,0,"0,02"
Angelique Retour,,,,,PSV,,,,2015,Action-Tecmo Koei,,0,0,"0,02",0,"0,02"
Amatsumi Sora ni! Kumo no Hatate ni,,,,,PSV,,,,2015,Adventure-Prototype,,0,0,"0,02",0,"0,02"
Alia's Carnival! Sacrament,,,,,PSV,,,,2015,Adventure-dramatic create,,0,0,"0,03",0,"0,03"
Airship Q,,,,,PSV,,,,2015,Platform-Cygames,,0,0,"0,03",0,"0,03"
Aikatsu! My No.1 Stage!,3DS,,,,,,,,2015,Misc-Namco Bandai Games,,0,0,"0,07",0,"0,07"
Agatha Christie's The ABC Murders,,,,,,,PS4,,2016,Adventure-Microids,,"0,01","0,01",0,0,"0,02"
Agatha Christie: The ABC Murders,,PC,,,,,,,2016,Adventure-Microids,,0,"0,02",0,0,"0,02"
Aegis of Earth: Protonovus Assault,,,,,PSV,,,,2016,Action-PQube,,"0,02","0,01",0,"0,01","0,04"
Aegis of Earth: Protonovus Assault,,,PS3,,,,,,2016,Action-PQube,,"0,01","0,01",0,0,"0,03"
Aegis of Earth: Protonovus Assault,,,,,,,PS4,,2016,Action-PQube,,"0,02",0,0,0,"0,02"
Aegis of Earth: Protonovus Assault,,,,,,,PS4,,2016,Action-PQube,,"0,02",0,0,0,"0,02"
Adventure Time: Finn & Jake Investigations,,,PS3,,,,,,2015,Action-Little Orbit,,"0,02","0,07",0,"0,02","0,1"
Adventure Time: Finn & Jake Investigations,,,,,,X360,,,2015,Action-Little Orbit,,"0,02","0,06",0,"0,01","0,09"
Adventure Time: Finn & Jake Investigations,,,,,,,PS4,,2015,Action-Little Orbit,,"0,03","0,04",0,"0,01","0,09"
Adventure Time: Finn & Jake Investigations,3DS,,,,,,,,2015,Action-Little Orbit,,"0,02","0,05",0,"0,01","0,07"
Adventure Time: Finn & Jake Investigations,,,,,,,,XOne,2015,Action-Little Orbit,,"0,02","0,02",0,0,"0,05"
Act of Aggression,,PC,,,,,,,2015,Strategy-Focus Home Interactive,,0,"0,01",0,0,"0,01"
Ace Attorney 6,3DS,,,,,,,,2016,Adventure-Capcom,,0,0,"0,27",0,"0,27"
Abunai: Koi no Sousa Shitsu,,,,,PSV,,,,2015,Action-Asgard,,0,0,"0,02",0,"0,02"
A Good Librarian Like a Good Shepherd: Library Party,,,,,PSV,,,,2015,Action-Kaga Create,,0,0,"0,03",0,"0,03"
7th Dragon III Code: VFD,3DS,,,,,,,,2015,Role-Playing-Sega,,"0,03",0,"0,12",0,"0,16"
7 Roses: A Darkness Rises,,PC,,,,,,,2015,Misc-Avanquest Software,,0,"0,02",0,0,"0,02"
7 Days to Die,,,,,,,PS4,,2016,Action-Telltale Games,,"0,03","0,07",0,"0,02","0,12"
7 Days to Die,,,,,,,,XOne,2016,Action-Telltale Games,,"0,02","0,02",0,0,"0,04"
3rd Super Robot Wars Z: Tengoku-Hen,,,,,PSV,,,,2015,Action-Namco Bandai Games,,0,0,"0,19",0,"0,19"
3rd Super Robot Wars Z: Tengoku-Hen,,,PS3,,,,,,2015,Action-Namco Bandai Games,,0,0,"0,15",0,"0,15"
3DS Classic Collection,3DS,,,,,,,,2016,Misc-Sega,,"0,02",0,0,0,"0,03"
12-Sai. Koisuru Diary,3DS,,,,,,,,2016,Adventure-Happinet,,0,0,"0,04",0,"0,04"
